date,text
26.10.2011," Федеральная антимонопольная служба возбудила дело в отношении ЗАО ""ТД ""ТМК"", ОАО ""ОМК-Сталь"", ЗАО ""Ижорский трубный завод"" и ЗАО ""Группа ЧТПЗ"" по признакам нарушения, выразившегося в заключении соглашений, которые могли привести к разделу товарного рынка по территориальному принципу, объему продажи товаров, ассортименту реализуемых товаров и составу продавцов. ""Основанием для возбуждения дела послужили материалы внеплановой проверки, проведенной в сентябре-октябре 2011 г. в отношении поставщиков труб большого диаметра. Основным потребителем этих труб является ОАО ""Газпром"", использующий данную продукцию для строительства магистральных газопроводов"", - говорится в сообщении антимонопольного ведомства."
24.10.2011," Несмотря на существенные ограничения доступа к шельфу, государственные нефтегазовые компании не могут поделить его бесконфликтно. На право пользования недрами подано почти 40 заявок — на 3 участка есть несколько претендентов. Раньше на шельфе пересекались интересы только ""Роснефти"" и ""Газпрома"", но теперь к ним добавились ""Газпром нефть"" и ""Зарубежнефть"".
 Несмотря на существенные ограничения доступа к шельфу, государственные нефтегазовые компании не могут поделить его бесконфликтно. На право пользования недрами подано почти 40 заявок — на 3 участка есть несколько претендентов. Раньше на шельфе пересекались интересы только ""Роснефти"" и ""Газпрома"", но теперь к ним добавились ""Газпром нефть"" и ""Зарубежнефть""."
22.10.2011," ""Газпром"" считает ""неразумной"" возможность снижения стоимости транзита газа через Украину до себестоимости, сообщил в субботу журналистам в Петербурге зампредседателя газового концерна Валерий Голубев."
21.10.2011," «Газпром», крупнейший в мире производитель газа, решил заняться биотехнологиями. Компания подписала меморандум с голландской Gasunie, а также российскими «Евротехникой» и «Биогазэнергостроем» о создании СП по производству биогаза из органического сырья. Инвестиции в проект оцениваются в €100 млн, а объем производства может достигнуть 35 млрд кубометров. По оценке аналитиков, такие технологии могли бы помочь газифицировать отдаленные районы, куда невыгодно тянуть газопроводы.
 Газпромбанк договорился с Всемирным банком о выделении $500 млн  на реализацию проектов в области энергоэффективности. Об этом  сообщил замминистра экономического развития  Станислав Воскресенский. Из этой суммы не менее 25% пойдет в сферу ЖКХ, добавил чиновник.  Для энергосервисных услуг Газпромбанк создал специальную структуру, отметил Воскресенский.  Аналогичные структуры создали ""ВТБ капитал"" и Сбербанк России."
19.10.2011," ""Газпром"" увеличивает объем размещаемых европейских коммерческих бумаг (ECP) на $300 млн - до $500 млн, вновь открыв в среду книгу заявок на эти бумаги, сообщил агентству ""Прайм"" источник в банковских кругах. По его словам, эмитент решил воспользоваться повышенным спросом на ЕСР и увеличить выпуск максимум до $500 млн.  Доходность по бумагам остается прежней: 3,5% годовых. Срок обращения бумаг - шесть месяцев.
 ""Газпром"" обсуждает с французскими энергоконцернами EdF и GdF Suez возможность совместных энергетических проектов, сказал газете Les Echos замглавы российской газовой монополии Александр Медведев. ""Эта тема обсуждалась с нашими партнерами, EdF и GdF Suez, но я не хочу одновременно гнаться за двумя зайцами"", - сказал Медведев. Со временем сотрудничество может принять форму, аналогичную партнерству, которое ""Газпром"" пытается сейчас создать с немецкой RWE. Компании ведут переговоры о совместных электростанциях в пяти странах, а также о поставках природного газа.
 ""Газпром"" пытается заключить с Федеральной налоговой службой (ФНС) соглашение о ценообразовании. Монополия делает это для того, чтобы избежать запускаемого с 1 января 2012 года нового механизма контроля за использованием трансфертных цен. Ранее предполагалось, что из-под действия закона о трансфертном ценообразовании ОАО выведет парный законопроект о консолидированной группе налогоплательщиков — однако он может быть и не принят до 2012 года."
18.10.2011," ""Газпром-медиа"" нашел покупателя на контрольный пакет радиостанции Next FM — 100% станции получила ее гендиректор Юлия Яковлева."
14.10.2011," Россия, которая не хочет терять возможность присутствия в Иране, нашла нефтекомпанию, готовую заменить ""Газпром нефть"" в разработке месторождения Азар. Это государственная ""Зарубежнефть"", уже работающая в стране, подпадающей под международные санкции,— на Кубе.
 Россия, которая не хочет терять возможность присутствия в Иране, нашла нефтекомпанию, готовую заменить ""Газпром нефть"" в разработке месторождения Азар. Это государственная ""Зарубежнефть"", уже работающая в стране, подпадающей под международные санкции,— на Кубе."
10.10.2011," Для повышения налоговой эффективности в структуре ""Газпрома"" создан департамент налоговой политики. ""Новое подразделение, сформированное на базе управления налоговой политики, создано для повышения налоговой эффективности, построения и совершенствования системы управления налоговыми рисками компании, а также усиления взаимодействия по вопросам налогообложения с дочерними и зависимыми обществами, входящими в группу ""Газпром"", - сообщила компания.
 ""Газпром нефть"" фактически открыла новое месторождение в Восточной Сибири. В процессе изучения участков Чонской группы, лицензии на которые были получены несколько лет назад, компания доразведала запасы на 100 млн тонн нефти и 175 млрд кубометров газа. Государственная комиссия по запасам уже поставила их на баланс. Партнером по разработке месторождений может стать южнокорейская KNOC.
 ""Газпром нефть"" фактически открыла новое месторождение в Восточной Сибири. В процессе изучения участков Чонской группы, лицензии на которые были получены несколько лет назад, компания доразведала запасы на 100 млн тонн нефти и 175 млрд кубометров газа. Государственная комиссия по запасам уже поставила их на баланс. Партнером по разработке месторождений может стать южнокорейская KNOC."
07.10.2011," Спустя полгода после покупки Ковыктинского месторождения с запасами 2 трлн кубометров «Газпром» наконец получил лицензию на свой баланс. Теперь компания планирует обратиться к Роснедрам с целью изменения условий лицензии, которые сейчас обязывают добывать на месторождении 9 млрд кубометров. Аналитики уверены, что, в отличие от «РУСИА Петролеум», им это удастся. Однако, куда именно пойдет газ с месторождения, до сих пор неясно: он может быть направлен на внутренний рынок, на переработку в СПГ и на экспорт в Китай.
 ""Газпром"" получил лицензию на добычу углеводородного сырья и изучение недр Ковыктинского газоконденсатного месторождения. Федеральное агентство по недропользованию переоформило ее на газовый концерн, говорится в пресс-релизе ""Газпрома""."
06.10.2011," ""Газпром"" и RWE договорились о продлении переговоров о создании СП в области электроэнергетики до конца 2011 г. и о сохранении эксклюзивности этих переговоров для  немецкого холдинга, сообщает Reuters. Меморандум о взаимопонимании и сотрудничестве в сфере электроэнергетики был подписан в середине июля. Тогда ""Газпром"" намеревался вести эксклюзивные переговоры до середины октября, хотя до этого изучал возможности сотрудничества в строительстве электростанции с E.ON, Wintershall и другими генерирующими компаниями.
 ""Газпром"" отложил размещение еврооблигаций в объеме до $1 млрд до конца года из-за рыночных условий. Об этом агентству ""Прайм"" рассказал источник на финансовом рынке. Газовый холдинг продолжает мониторинг рынка на предмет возможного выпуска еврооблигаций.
 ""Газпром"" подал заявление на листинг на Лондонской фондовой бирже дополнительно 10,65 млрд американских депозитарных акций (ADS) первого уровня, сообщает прес-служба компании. Холдинг подал ходатайство о допуске к листингу 2,237 млрд ADS первого уровня и о включении 8,4 млрд ADS первого уровня в официальный список ценных бумаг, котируемых на LSE. Каждая ценная бумага представляет две обыкновенные акции ""Газпрома"". Предполагается, что допуск к листингу будет предоставлен 6 октября 2011 г. Подача ходатайства связана с дроблением американских депозитарных расписок, пояснили в компании. Цель дробления - сделать ADR холдинга доступными для более широкого круга инвесторов, повысить ликвидность расписок и в итоге способствовать долгосрочному росту рыночной стоимости компании. Сейчас ADR ""Газпрома"" имеют листинг на Лондонской фондовой бирже, обращаются на внебиржевом фондовом рынке США и европейских биржах, в частности на Берлинской и Франкфуртской фондовых биржах. Текущая стоимость ADR ""Газпрома"" на Лондонской фондовой бирже - около $12.
 В России скоро станет на один государственный банк больше. Газпромбанк — по сути являющийся государственным и сейчас, вскоре может получить статус госбанка и формально. В случае конвертации субординированного долга Газпромбанка перед ВЭБом, ""Газпромом"" и НПФ ""Газфонд"" в 130 млрд руб. в акции, контроль в нем де-юре перейдет от негосударственного пенсионного фонда ""Газфонд"" к ВЭБу и ""Газпрому"". За изменения в устав, делающие такую конвертацию возможной, акционеры банка уже проголосовали."
05.10.2011," ""Лукойл"" решил продать ""Газпром нефти"" свою долю в их совместном предприятии ""Нефтегазовая компания ""Развитие регионов"", сообщили журналистам в пресс-службе ""Лукойл"" и подтвердили в ""Газпром нефти"".
 Тепло котельных принадлежащей столице Московской объединенной энергетической компании в 2011 году из-за тарифных решений города обойдется потребителю дешевле, чем от ТЭЦ ""Мосэнерго"". Но в ""Газпром энергохолдинге"", контролирующем ""Мосэнерго"", приводят другие расчеты и настаивают на большей эффективности ТЭЦ. Аналитики считают, что самым эффективным для конкурентов было бы найти компромисс и четко поделить рынок."
04.10.2011," Совет директоров Новолипецкого металлургического комбината (НЛМК) принял решение о размещении пяти выпусков десятилетних облигаций общим объемом 50 млрд руб., сообщила компания. ""Размещение облигаций позволит группе НЛМК при необходимости привлечь долгосрочные ресурсы для реализации программы технического перевооружения и в общекорпоративных целях"", - отмечает компания. Организаторами выпуска выступят Газпромбанк, банк ""Зенит"" и Росбанк.
 «Газпром» и «Ренова» начали процесс объединения своих энергоактивов для создания крупнейшей в России энергокомпании. Сегодня стало известно, что стороны попросили одобрить сделку ФАС, которая, впрочем, уже высказалась против слияния. Помешать сделке также может и государственное «Интер РАО».
 Компании ""Газпром"" и ""Ренова"" подали в Федеральную антимонопольную службу заявку на объединение своих электроэнергетических активов. Как уточнила официальный представитель ""Газпром энергохолдинга"" Мария Фролова, заявка была подана еще 30 сентября. Руководитель этой же компании Денис Федоров анонсировал подачу заявки 12 сентября.
 В Санкт-Петербурге разгорается новый скандал из-за планов ""Газпрома"" по застройке Охтинского мыса. После отмены проекта небоскреба ""Охта-центр"", в который монополия вложила 7,2 млрд руб., ""Газпром"" решил использовать землю под возведение 200-300 тыс. кв. м жилья и коммерческих объектов. Этому препятствуют данные археологов, раскопавших на месте будущей стройплощадки остатки древних крепостей. Однако инвестору удалось через арбитражный суд арестовать счета археологов и урезать границы памятника, освободив участок от запрета на строительство. Градозащитники заявляют об угрозе уничтожения ""петербургской Трои"", требуя отставки отвечающих за культурное наследие чиновников из команды бывшего губернатора Валентины Матвиенко.
 ""Газпром"" надеется заместить 6 млрд кубометров газа, от которого отказалась турецкая государственная Botas, за счет поставок частным компаниям той же страны. У монополии даже есть в Турции собственная дочерняя структура, которая может стать покупателем. Однако на согласование нового контракта, по данным источников ""Ъ"", уйдет минимум несколько месяцев, и еще неизвестно, как отнесутся к этому турецкие партнеры ""Газпрома"".
 ""Ъ"" выяснил, кому ""Сбербанк капитал"" продал 8,3% одного из крупнейших российских операторов кабельного ТВ и доступа в интернет ""Национальные телекоммуникации"" (НТК). Покупателем стал другой совладелец компании — Газпромбанк. Теперь он контролирует 16,6% оператора. Газпромбанк мог выкупить акции в интересах ""Ростелекома"", который планирует довести свою долю в НТК до 100% с нынешних 71,8%."
30.09.2011," Белоруссия в обмен на продажу ""Газпрому""  оставшейся половины газотранспортного предприятия ""Белтрансгаз"" требует гарантий полного заполнения транзитной трубы, сообщил президент Белоруссии Александр Лукашенко в пятницу журналистам. ""Газпром"" интересует покупка 50% акций ""Белтрансгаза"", которые в собственности Белоруссии. Они готовы купить по тем же ценам - за $2,5 млрд. Мы абсолютно не против"", - сказал Лукашенко.
 Белоруссия в обмен на продажу ""Газпрому""  оставшейся половины газотранспортного предприятия ""Белтрансгаз"" требует гарантий полного заполнения транзитной трубы, сообщил президент Белоруссии Александр Лукашенко в пятницу журналистам. ""Газпром"" интересует покупка 50% акций ""Белтрансгаза"", которые в собственности Белоруссии. Они готовы купить по тем же ценам - за $2,5 млрд. Мы абсолютно не против"", - сказал Лукашенко."
28.09.2011," Строительство береговой инфраструктуры в рамках проекта освоения Штокманского газоконденсатного месторождения в Баренцевом море планируется начать в мае 2012 г., сообщил губернатор Мурманской области Дмитрий Дмитриенко в среду на международной выставке ""СевТЭК"" в Мурманске. ""Газпром"" приступил к заказу техники на май 2012 г. для осуществления работ в поселке Териберка"", - сказал Дмитриенко.
 Еврокомиссия сообщила во вторник об обысках в нескольких компаниях газовой отрасли по подозрению в нарушении антимонопольного законодательства Евросоюза. Проверки прошли в различных компаниях в десяти странах, в частности в берлинском представительстве ""Газпрома"" Gazprom Germania и в офисе дочерней компании российского газового концерна Vemex в Чехии.
 Еврокомиссия сообщила во вторник об обысках в нескольких компаниях газовой отрасли по подозрению в нарушении антимонопольного законодательства Евросоюза. Проверки прошли в различных компаниях в десяти странах, в частности в берлинском представительстве ""Газпрома"" Gazprom Germania и в офисе дочерней компании российского газового концерна Vemex в Чехии.
 Еврокомиссия, которая уже заявляла, что хотела бы видеть на своем газовом рынке не только «Газпром», но и других поставщиков из России, начала масштабную антимонопольную кампанию против концерна в Европе. Во всех ключевых сбытовых подразделениях «Газпрома», а также в офисах его партнеров проводятся проверки. В самой монополии утверждают, что это «стандартная практика», но до сих пор столь масштабного давления на бизнес «Газпрома» в Европе не оказывалось.
 ""Газпром"" решил увеличить инвестиции в свои крупнейшие проекты в связи с их выходом на основные этапы реализации. В текущем году монополия освоит рекордную по объему инвестпрограмму почти в 1,3 трлн руб., что приведет к увеличению уровня заимствований с традиционных 90 млрд руб. в год до 150 млрд руб. Впрочем, если курс доллара по-прежнему будет расти, привлекать дополнительные средства монополии не придется."
27.09.2011," Поступление газа в Германию по трубопроводу Nord Stream намечено на конец октября-начало ноября этого года, сообщил директор проекта Nord Stream AG Хеннинг Коте журналистам во вторник. ""В сентябре был дан старт заполнению трубопровода техническим газом. До осуществления поставок в Германию необходимо, чтобы давление в нем достигло 70 бар, что произойдет в конце октября-начале ноября"", - сказал он.
 Совет директоров ОАО ""Газпром"" утвердил увеличение инвестпрограммы на 56% - с 816,363 млрд руб.  до 1,277 трлн руб. Также были утверждены бюджет компании и программа оптимизации затрат на 2011 г. в новой редакции. Также был изменен план финансовых заимствований - его повысили на 66% до 150 млрд руб.
 ""Газпром"" не относит к числу  приоритетных идею о создании трехстороннего консорциума вместе с  Украиной и Евросоюзом для управления украинской газотранспортной  системой (ГТС), заявил во вторник журналистам председатель правления  российского газового холдинга Алексей Миллер. Накануне украинский  премьер Николай Азаров заявил, что Россия согласилась создать  трехсторонний консорциум вместе с Украиной и ЕС по управлению украинской  газотранспортной системой.
 Украина объявила о новых условиях поставок российского газа. Киев готов снизить цену на его транзит ""до себестоимости"" в обмен на скидки для потребителей газа в бюджетном и социальном секторах. Фактически речь идет о взаимном обмене уступками на $1,5 млрд. Но ""Газпром"" по-прежнему утверждает, что к радикальному пересмотру текущих газовых соглашений с Украиной пока не готов. И даже если они будут заключены в том формате, который обнародует Киев, от строительства газопровода в обход страны Россия все равно не откажется."
23.09.2011," Президент Белоруссии Александр Лукашенко предложил ""Газпрому"" участвовать в приватизации не только ""Белтрансгаза"", но и других белорусских предприятий. ""Конечно, хотел бы обсудить перспективы нашего будущего сотрудничества, в том числе акционирования и покупки акций ""Белтрансгаза"" и, возможно, других компаний, которые будут интересны ""Газпрому"", если ""Газпром"" согласится на те условия, которые сегодня предлагаются белорусской стороной"", - сказал Лукашенко в пятницу на встрече с главой российского газового холдинга Алексеем Миллером.
 Белоруссия рассчитывает до конца года договориться с ""Газпромом"" о продаже оставшихся в ее собственности 50% газотранспортного монополиста ""Белтрансгаз"", сообщила пресс-служба белорусского правительства со ссылкой на прошедшие накануне переговоры белорусского премьера Михаила Мясниковича с предправления ""Газпрома"" Алексеем Миллером. ""В настоящее время весь пакет документов находится в высокой степени готовности. Стороны выработали принципиальные подходы к сотрудничеству в газовой сфере"", - говорится в сообщении."
22.09.2011," ""Газпром"" и ""Роснефть"" сохранят эксклюзивные права на разработку российского шельфа несмотря на возражения Минприроды, сказал Reuetrs министр природных ресурсов и экологии Юрий Трутнев в кулуарах Арктического форума. На вопрос о том, есть ли у других российских нефтяных и газовых компаний перспективы доступа к российскому шельфу, Трутнев ответил: ""Мы считаем, что да, но в правительстве есть разные мнения. Мы считаем, что другие российские компании имеют право разрабатывать шельф, но есть позиция Минэнерго - она отличается (от нашей)"".
 ""Газпром нефть"" впервые покупает у ""Газпрома"" нефтяной актив. За 61,8% акций ЗАО ""Газпром нефть Оренбург"" нефтекомпания заплатит 3,6 млрд руб. ($114 млн). Параллельно ""Газпром нефть"" завершает приобретение еще двух активов в Оренбургской области, сумму сделки по которым не раскрывает. Зато известно, что в целом на новые месторождения в регионе нефтекомпания потратит $800 млн — эта сумма предполагает значительную премию к рыночной стоимости активов.
 ""Газпром нефть"" впервые покупает у ""Газпрома"" нефтяной актив. За 61,8% акций ЗАО ""Газпром нефть Оренбург"" нефтекомпания заплатит 3,6 млрд руб. ($114 млн). Параллельно ""Газпром нефть"" завершает приобретение еще двух активов в Оренбургской области, сумму сделки по которым не раскрывает. Зато известно, что в целом на новые месторождения в регионе нефтекомпания потратит $800 млн — эта сумма предполагает значительную премию к рыночной стоимости активов."
20.09.2011," Омское управление ФАС признало, что ""Газпром нефть"" необоснованно устанавливала высокие цены на нефтепродукты для своего сбытового звена ""Газпромнефть-Омск"" - выше, чем в других регионах, сообщает пресс-служба управления ФАС. ""Нарушение выразилось в систематическом установлении ОАО ""Газпром нефть"" в течение 2010 г. экономически, технологически и иным образом необоснованно высоких цен оптовой реализации нефтепродуктов своему сбытовому звену в Омской области - ОАО ""Газпромнефть-Омск"", - говорится в сообщении.
 Омское управление ФАС признало, что ""Газпром нефть"" необоснованно устанавливала высокие цены на нефтепродукты для своего сбытового звена ""Газпромнефть-Омск"" - выше, чем в других регионах, сообщает пресс-служба управления ФАС. ""Нарушение выразилось в систематическом установлении ОАО ""Газпром нефть"" в течение 2010 г. экономически, технологически и иным образом необоснованно высоких цен оптовой реализации нефтепродуктов своему сбытовому звену в Омской области - ОАО ""Газпромнефть-Омск"", - говорится в сообщении.
 ""Ъ"" стали известны новые условия взимания роялти с проектов ""Сахалин-1"" и ""Сахалин-2"". От ""Сахалина-2"" государство до конца 2014 года будет получать платежи газом, передавая его ""Газпрому"" для Приморского края. Цена составит чуть более 2 тыс. руб. за тысячу кубометров — на треть дешевле, чем в среднем по России, и в четыре раза меньше цены для Европы. Но за счет этого газа ""Газпром"" сможет заполнить не более трети трубы во Владивосток. Получить газом роялти с ""Сахалина-1"", где участвует ""Роснефть"", а оператором выступает ее новый стратегический партнер Exxon Mobil, так и не удалось. Сейчас его фактически покупают по европейским ценам."
19.09.2011," В 2012 г. ""Газпром""  в качестве компенсации за потери при покупке газа, добываемого в рамках проекта ""Сахалин-2"" и необходимого для газификации регионов Дальнего Востока,  может получить из бюджета 11,26 млрд руб.  Такие данные приводятся в приложении к законопроекту ""О федеральном бюджете на 2012 г. и на плановый период 2013 и 2014 гг."", размещенном на сайте Минфина.
 Августовское ухудшение ситуации на фондовых рынках испортило банкам отчетность. Почти вся первая десятка игроков по объему инвестиций в акции и облигации отразила в ней отрицательную переоценку по таким активам. Двух из них — ВТБ и Газпромбанк — это вывело на значительный чистый убыток по итогам месяца. Пока эти убытки скорее бумажные, но могут стать реальными в случае дестабилизации ситуации на рынках."
16.09.2011," Несмотря на давление со стороны Евросоюза, «Газпром» подписал соглашение акционеров с иностранными участниками проекта газопровода South Stream ENI, EDF и Wintershall. Впрочем, проект будет оставаться на бумаге до середины 2012 года, пока партнеры не представят утвержденное инвестрешение банкам-кредиторам. Пока заявленная стоимость проекта составляет €15,5 млрд.
 ""Газпром""  и итальянская Eni подписали соглашение, подтверждающее приобретение российской компанией 33% в ливийском проекте Elephant за $163 млн, сообщила Eni. Кроме того, ""Газпром"" и ""Северэнергия"", одним из акционеров которой является Eni, подписали договор о покупке российской компанией газа этого совместного предприятия.
 ""Газпром"" , итальянская Eni, французская EdF и германская Wintershall подписали в Cочи соглашение акционеров компании South Stream Transport для реализации проекта по строительству газопровода ""Южный поток"". Подписи под соглашением поставили глава ""Газпрома"" Алексей Миллер, генеральный управляющий Eni Паоло Скарони, гендиректор EdF Анри Проглио, председатель набсовета Wintershall Харальд Швагер. При подписании договора присутствовал премьер-министр Владимир Путин. Предполагается, что в совместном предприятиии, которое займется проектом, у ""Газпрома"" будет 50%, у  Eni - 20%, у двух оставшихся компаний - по 15%.
 ""Газпром"" принципиально договорился с КНДР и Южной Кореей о строительстве газопровода в Южную Корею из Владивостока. С учетом расширения недавно запущенного газопровода Сахалин--Хабаровск--Владивосток, без которого проект невозможен, его стоимость превысит $10 млрд. Для ""Газпрома"" было бы дешевле построить новый завод СПГ на Сахалине."
15.09.2011," ""Газпром"" и Kogas подписали дорожную карту по реализации проекта поставок газа в Южную Корею по газопроводу, сообщила российская компания по итогам встречи в Москве глав ""Газпрома"" и Kogas Алексея Миллера и Чжу Канг Су. ""Алексей Миллер и Чжу Канг Су подписали дорожную карту по реализации указанного проекта, а также обсудили вопросы организации практической работы по его осуществлению"", - говорится в сообщении компании.
 Завтра в присутствии премьера Владимира Путина ""Газпром"" должен подписать юридически обязывающее соглашение акционеров с участниками South Stream — итальянской ENI, французской EDF и немецкой Wintershall — об их вхождении в проект и гарантиях его запуска. Но документ готовится под серьезным давлением со стороны властей Европы. Еврокомиссар Гюнтер Эттингер напрямую назвал проект противоречащим интересам Евросоюза и пригрозил ""Газпрому"" проблемами с контрактами, если South Stream помешает конкурирующему европейскому газопроводу Nabucco. Возможности для этого у Еврокомиссии будут: она планирует в ближайшее время стать ключевой стороной во всех газовых переговорах Европы."
14.09.2011," Власти Москвы отменили решение о проектировании и строительстве офисного здания для ""Газпрома"" в Научном проезде. Об этом агентству сообщил источник в горадминистрации. Предполагалось, что инвестором-застройщиком проекта будет сам ""Газпром"". Здание площадью 53 600 кв. м собирались построить на участке, занятом гаражами 1960-1970 гг., рядом с комплексом зданий газового холдинга."
